,State,Year,Quarter,District,RegisteredUser,AppOpens
3502,Gujarat,2018,3,aravallis district,37199,0
3503,Gujarat,2018,3,chhotaudepur district,12302,0
3504,Gujarat,2018,3,botad district,40559,0
3505,Gujarat,2018,3,bharuch district,169322,0
3506,Gujarat,2018,3,bhavnagar district,141243,0
3507,Gujarat,2018,3,junagadh district,57716,0
3508,Gujarat,2018,3,mahesana district,157274,0
3509,Gujarat,2018,3,the dangs district,4052,0
3510,Gujarat,2018,3,kheda district,80213,0
3511,Gujarat,2018,3,surat district,808005,0
3512,Gujarat,2018,3,porbandar district,19921,0
3513,Gujarat,2018,3,gandhinagar district,190882,0
3514,Gujarat,2018,3,panch mahals district,53825,0
3515,Gujarat,2018,3,narmada district,11957,0
3516,Gujarat,2018,3,gir somnath district,47541,0
3517,Gujarat,2018,3,valsad district,136470,0
3518,Gujarat,2018,3,mahisagar district,19564,0
3519,Gujarat,2018,3,sabar kantha district,74642,0
3520,Gujarat,2018,3,tapi district,25095,0
3521,Gujarat,2018,3,vadodara district,335125,0
3522,Gujarat,2018,3,banas kantha district,159591,0
3523,Gujarat,2018,3,amreli district,53845,0
3524,Gujarat,2018,3,ahmadabad district,919252,0
3525,Gujarat,2018,3,dohad district,28857,0
3526,Gujarat,2018,3,navsari district,60676,0
3527,Gujarat,2018,3,patan district,68979,0
3528,Gujarat,2018,3,kachchh district,158762,0
3529,Gujarat,2018,3,surendranagar district,65325,0
3530,Gujarat,2018,3,morbi district,52062,0
3531,Gujarat,2018,4,anand district,146258,0
3532,Gujarat,2018,4,jamnagar district,103876,0
3533,Gujarat,2018,4,devbhumi dwarka district,32660,0
3534,Gujarat,2018,4,rajkot district,260602,0
3535,Gujarat,2018,4,aravallis district,46665,0
3536,Gujarat,2018,4,chhotaudepur district,16321,0
3537,Gujarat,2018,4,botad district,49066,0
3538,Gujarat,2018,4,bharuch district,211843,0
3539,Gujarat,2018,4,bhavnagar district,173699,0
3540,Gujarat,2018,4,junagadh district,70174,0
3541,Gujarat,2018,4,mahesana district,192493,0
3542,Gujarat,2018,4,the dangs district,5165,0
3543,Gujarat,2018,4,kheda district,103292,0
3544,Gujarat,2018,4,surat district,998807,0
3545,Gujarat,2018,4,porbandar district,24373,0
3546,Gujarat,2018,4,gandhinagar district,242368,0
3547,Gujarat,2018,4,panch mahals district,68139,0
3548,Gujarat,2018,4,narmada district,15550,0
3549,Gujarat,2018,4,gir somnath district,58991,0
3550,Gujarat,2018,4,valsad district,172711,0
3551,Gujarat,2018,4,mahisagar district,25483,0
3552,Gujarat,2018,4,sabar kantha district,91898,0
3553,Gujarat,2018,4,tapi district,31929,0
3554,Gujarat,2018,4,vadodara district,421895,0
3555,Gujarat,2018,4,banas kantha district,197774,0
3556,Gujarat,2018,4,amreli district,67020,0
3557,Gujarat,2018,4,ahmadabad district,1212636,0
3558,Gujarat,2018,4,dohad district,36773,0
3559,Gujarat,2018,4,navsari district,75930,0
3560,Gujarat,2018,4,patan district,84408,0
3561,Gujarat,2018,4,kachchh district,195295,0
3562,Gujarat,2018,4,surendranagar district,80167,0
3563,Gujarat,2018,4,morbi district,64779,0
3564,Gujarat,2019,1,anand district,175515,0
3565,Gujarat,2019,1,jamnagar district,121494,0
3566,Gujarat,2019,1,devbhumi dwarka district,38898,0
3567,Gujarat,2019,1,rajkot district,304415,0
3568,Gujarat,2019,1,aravallis district,56005,0
3569,Gujarat,2019,1,chhotaudepur district,20287,0
3570,Gujarat,2019,1,botad district,58126,0
3571,Gujarat,2019,1,bharuch district,252826,0
3572,Gujarat,2019,1,bhavnagar district,203617,0
3573,Gujarat,2019,1,junagadh district,82263,0
3574,Gujarat,2019,1,mahesana district,230403,0
3575,Gujarat,2019,1,the dangs district,6307,0
3576,Gujarat,2019,1,kheda district,124598,0
3577,Gujarat,2019,1,surat district,1180819,0
3578,Gujarat,2019,1,porbandar district,28860,0
3579,Gujarat,2019,1,gandhinagar district,291858,0
3580,Gujarat,2019,1,panch mahals district,81863,0
3581,Gujarat,2019,1,narmada district,19105,0
3582,Gujarat,2019,1,gir somnath district,69872,0
3583,Gujarat,2019,1,valsad district,209477,0
3584,Gujarat,2019,1,mahisagar district,31147,0
3585,Gujarat,2019,1,sabar kantha district,109651,0
3586,Gujarat,2019,1,tapi district,39195,0
3587,Gujarat,2019,1,vadodara district,502520,0
3588,Gujarat,2019,1,banas kantha district,239613,0
3589,Gujarat,2019,1,amreli district,79690,0
3590,Gujarat,2019,1,ahmadabad district,1450100,0
3591,Gujarat,2019,1,dohad district,45141,0
3592,Gujarat,2019,1,navsari district,91812,0
3593,Gujarat,2019,1,patan district,101323,0
3594,Gujarat,2019,1,kachchh district,231871,0
3595,Gujarat,2019,1,surendranagar district,95904,0
3596,Gujarat,2019,1,morbi district,77961,0
3597,Gujarat,2019,2,anand district,200007,829604
3598,Gujarat,2019,2,jamnagar district,138108,548729
3599,Gujarat,2019,2,devbhumi dwarka district,44975,154760
3600,Gujarat,2019,2,rajkot district,345178,1070493
3601,Gujarat,2019,2,aravallis district,64792,271675
3602,Gujarat,2019,2,chhotaudepur district,23917,92854
3603,Gujarat,2019,2,botad district,65918,257831
3604,Gujarat,2019,2,bharuch district,284296,1318343
3605,Gujarat,2019,2,bhavnagar district,230394,860365
3606,Gujarat,2019,2,junagadh district,94221,271227
3607,Gujarat,2019,2,mahesana district,259949,1242721
3608,Gujarat,2019,2,the dangs district,7532,37591
3609,Gujarat,2019,2,kheda district,144091,600534
3610,Gujarat,2019,2,surat district,1338584,5960403
3611,Gujarat,2019,2,porbandar district,33374,100742
3612,Gujarat,2019,2,gandhinagar district,333056,1907551
3613,Gujarat,2019,2,panch mahals district,92621,385797
3614,Gujarat,2019,2,narmada district,22503,101020
3615,Gujarat,2019,2,gir somnath district,79786,253664
3616,Gujarat,2019,2,valsad district,238764,1111437
3617,Gujarat,2019,2,mahisagar district,36155,138423
3618,Gujarat,2019,2,sabar kantha district,123754,534999
3619,Gujarat,2019,2,tapi district,45441,189646
3620,Gujarat,2019,2,vadodara district,572031,2539174
3621,Gujarat,2019,2,banas kantha district,271379,1204053
3622,Gujarat,2019,2,amreli district,91819,339203
3623,Gujarat,2019,2,ahmadabad district,1656341,9405838
3624,Gujarat,2019,2,dohad district,52197,204285
3625,Gujarat,2019,2,navsari district,106244,417352
3626,Gujarat,2019,2,patan district,115299,552351
3627,Gujarat,2019,2,kachchh district,261458,1230320
3628,Gujarat,2019,2,surendranagar district,110431,409241
3629,Gujarat,2019,2,morbi district,90030,348075
3630,Gujarat,2019,3,anand district,226293,3576103
3631,Gujarat,2019,3,jamnagar district,154042,1899038
3632,Gujarat,2019,3,devbhumi dwarka district,49534,509421
3633,Gujarat,2019,3,rajkot district,384852,3993364
3634,Gujarat,2019,3,aravallis district,73003,1020958
3635,Gujarat,2019,3,chhotaudepur district,27128,329896
3636,Gujarat,2019,3,botad district,72181,991985
3637,Gujarat,2019,3,bharuch district,315856,4792841
3638,Gujarat,2019,3,bhavnagar district,255608,3293381
3639,Gujarat,2019,3,junagadh district,104847,969001
3640,Gujarat,2019,3,mahesana district,286652,4457337
3641,Gujarat,2019,3,the dangs district,8306,116253
3642,Gujarat,2019,3,kheda district,162956,2432770
3643,Gujarat,2019,3,surat district,1481391,21408636
3644,Gujarat,2019,3,porbandar district,36834,330737
3645,Gujarat,2019,3,gandhinagar district,372464,7433206
3646,Gujarat,2019,3,panch mahals district,102546,1338850
3647,Gujarat,2019,3,narmada district,25267,363436
3648,Gujarat,2019,3,gir somnath district,88366,860095
3649,Gujarat,2019,3,valsad district,266134,3902867
3650,Gujarat,2019,3,mahisagar district,40679,466958
3651,Gujarat,2019,3,sabar kantha district,138237,2021301
3652,Gujarat,2019,3,tapi district,51028,646547
3653,Gujarat,2019,3,vadodara district,637678,9548665
3654,Gujarat,2019,3,banas kantha district,301373,4487309
3655,Gujarat,2019,3,amreli district,101453,1176949
3656,Gujarat,2019,3,ahmadabad district,1848860,35854721
3657,Gujarat,2019,3,dohad district,59460,737968
3658,Gujarat,2019,3,navsari district,118324,1417853
3659,Gujarat,2019,3,patan district,128573,2225161
3660,Gujarat,2019,3,kachchh district,285519,4167209
3661,Gujarat,2019,3,surendranagar district,122518,1455000
3662,Gujarat,2019,3,morbi district,101337,1215668
3663,Gujarat,2019,4,anand district,252401,3905511
3664,Gujarat,2019,4,jamnagar district,171337,2227178
3665,Gujarat,2019,4,devbhumi dwarka district,55209,621177
3666,Gujarat,2019,4,rajkot district,426178,4545689
3667,Gujarat,2019,4,aravallis district,83136,1295090
3668,Gujarat,2019,4,chhotaudepur district,31338,429297
3669,Gujarat,2019,4,botad district,80499,1181335
3670,Gujarat,2019,4,bharuch district,350619,5971371
3671,Gujarat,2019,4,bhavnagar district,286520,4080547
3672,Gujarat,2019,4,junagadh district,117357,1216157
3673,Gujarat,2019,4,mahesana district,316985,5363608
3674,Gujarat,2019,4,the dangs district,9594,151581
3675,Gujarat,2019,4,kheda district,182669,2664051
3676,Gujarat,2019,4,surat district,1624077,23613804
3677,Gujarat,2019,4,porbandar district,40962,385502
3678,Gujarat,2019,4,gandhinagar district,408526,8201437
3679,Gujarat,2019,4,panch mahals district,115707,1726942
3680,Gujarat,2019,4,narmada district,28910,492480
3681,Gujarat,2019,4,gir somnath district,98982,1160727
3682,Gujarat,2019,4,valsad district,296977,4849239
3683,Gujarat,2019,4,mahisagar district,47237,629528
3684,Gujarat,2019,4,sabar kantha district,155618,2589322
3685,Gujarat,2019,4,tapi district,58115,863661
3686,Gujarat,2019,4,vadodara district,700817,11292180
3687,Gujarat,2019,4,banas kantha district,339582,5546860
3688,Gujarat,2019,4,amreli district,114242,1576597
3689,Gujarat,2019,4,ahmadabad district,2015947,37991904
3690,Gujarat,2019,4,dohad district,69618,957179
3691,Gujarat,2019,4,navsari district,131460,1723534
3692,Gujarat,2019,4,patan district,144779,2497573
3693,Gujarat,2019,4,kachchh district,314732,4871076
3694,Gujarat,2019,4,surendranagar district,138218,1846653
3695,Gujarat,2019,4,morbi district,115451,1504967
3696,Gujarat,2020,1,anand district,277835,4127652
3697,Gujarat,2020,1,jamnagar district,188224,2298804
3698,Gujarat,2020,1,devbhumi dwarka district,61293,730723
3699,Gujarat,2020,1,rajkot district,469636,5039899
3700,Gujarat,2020,1,aravallis district,94716,1602742
3701,Gujarat,2020,1,chhotaudepur district,36116,529547
3702,Gujarat,2020,1,botad district,88241,1198952
3703,Gujarat,2020,1,bharuch district,384819,6765391
3704,Gujarat,2020,1,bhavnagar district,315412,4262838
3705,Gujarat,2020,1,junagadh district,130231,1358193
3706,Gujarat,2020,1,mahesana district,349897,6028256
3707,Gujarat,2020,1,the dangs district,10877,181854
3708,Gujarat,2020,1,kheda district,204548,3047323
3709,Gujarat,2020,1,surat district,1772703,27362139
3710,Gujarat,2020,1,porbandar district,45383,444447
3711,Gujarat,2020,1,gandhinagar district,445290,8879457
3712,Gujarat,2020,1,panch mahals district,129831,1963840
3713,Gujarat,2020,1,narmada district,33074,595463
3714,Gujarat,2020,1,gir somnath district,110211,1337958
3715,Gujarat,2020,1,valsad district,330053,5604622
3716,Gujarat,2020,1,mahisagar district,54880,782289
3717,Gujarat,2020,1,sabar kantha district,174426,3030789
3718,Gujarat,2020,1,tapi district,65634,1036092
3719,Gujarat,2020,1,vadodara district,763969,12483845
3720,Gujarat,2020,1,banas kantha district,386212,7051669
3721,Gujarat,2020,1,amreli district,126423,1611436
3722,Gujarat,2020,1,ahmadabad district,2185983,40521157
3723,Gujarat,2020,1,dohad district,81529,1236284
3724,Gujarat,2020,1,navsari district,146018,1993140
3725,Gujarat,2020,1,patan district,164027,2890050
3726,Gujarat,2020,1,kachchh district,347270,5714637
3727,Gujarat,2020,1,surendranagar district,154610,2101503
3728,Gujarat,2020,1,morbi district,130472,1792131
3729,Gujarat,2020,2,anand district,307408,3806180
3730,Gujarat,2020,2,jamnagar district,208647,2264637
3731,Gujarat,2020,2,devbhumi dwarka district,69591,833260
3732,Gujarat,2020,2,rajkot district,522650,4850731
3733,Gujarat,2020,2,aravallis district,109491,2026596
3734,Gujarat,2020,2,chhotaudepur district,43696,767414
3735,Gujarat,2020,2,botad district,100129,1724159
3736,Gujarat,2020,2,bharuch district,423017,6655417
3737,Gujarat,2020,2,bhavnagar district,354301,5050744
3738,Gujarat,2020,2,junagadh district,147012,1678274
3739,Gujarat,2020,2,mahesana district,389562,6476731
3740,Gujarat,2020,2,the dangs district,12754,242151
3741,Gujarat,2020,2,kheda district,232123,3424229
3742,Gujarat,2020,2,surat district,1935894,21659619
3743,Gujarat,2020,2,porbandar district,50733,518063
3744,Gujarat,2020,2,gandhinagar district,488351,7343038
3745,Gujarat,2020,2,panch mahals district,148675,2136842
3746,Gujarat,2020,2,narmada district,39531,762775
3747,Gujarat,2020,2,gir somnath district,125777,1902233
3748,Gujarat,2020,2,valsad district,372771,5991227
3749,Gujarat,2020,2,mahisagar district,64428,1138847
3750,Gujarat,2020,2,sabar kantha district,196035,3368537
3751,Gujarat,2020,2,tapi district,76018,1298227
3752,Gujarat,2020,2,vadodara district,830759,10076172
3753,Gujarat,2020,2,banas kantha district,446603,8305317
3754,Gujarat,2020,2,amreli district,145486,2447389
3755,Gujarat,2020,2,ahmadabad district,2384154,31306891
3756,Gujarat,2020,2,dohad district,102250,1808011
3757,Gujarat,2020,2,navsari district,166398,2282454
3758,Gujarat,2020,2,patan district,185703,3289294
3759,Gujarat,2020,2,kachchh district,385480,5599740
3760,Gujarat,2020,2,surendranagar district,176758,2588128
3761,Gujarat,2020,2,morbi district,150472,1641032
3762,Gujarat,2020,3,anand district,336799,4331672
3763,Gujarat,2020,3,jamnagar district,227798,2485735
3764,Gujarat,2020,3,devbhumi dwarka district,76991,860629
3765,Gujarat,2020,3,rajkot district,573062,5528685
3766,Gujarat,2020,3,aravallis district,122687,2133497
3767,Gujarat,2020,3,chhotaudepur district,49929,741433
3768,Gujarat,2020,3,botad district,109438,1607234
3769,Gujarat,2020,3,bharuch district,462292,8024617
3770,Gujarat,2020,3,bhavnagar district,387781,5290196
3771,Gujarat,2020,3,junagadh district,163177,1718468
3772,Gujarat,2020,3,mahesana district,427950,7432916
3773,Gujarat,2020,3,the dangs district,14501,254123
3774,Gujarat,2020,3,kheda district,256968,3629599
3775,Gujarat,2020,3,surat district,2092712,23450291
3776,Gujarat,2020,3,porbandar district,56130,556557
3777,Gujarat,2020,3,gandhinagar district,529771,9721563
3778,Gujarat,2020,3,panch mahals district,165251,2379253
3779,Gujarat,2020,3,narmada district,44654,787689
3780,Gujarat,2020,3,gir somnath district,139141,1786233
3781,Gujarat,2020,3,valsad district,410740,6542204
3782,Gujarat,2020,3,mahisagar district,73191,1039369
3783,Gujarat,2020,3,sabar kantha district,218309,4022650
3784,Gujarat,2020,3,tapi district,84921,1370436
3785,Gujarat,2020,3,vadodara district,901492,13501217
3786,Gujarat,2020,3,banas kantha district,501471,9413818
3787,Gujarat,2020,3,amreli district,161288,2326604
3788,Gujarat,2020,3,ahmadabad district,2580178,43984650
3789,Gujarat,2020,3,dohad district,118431,1832118
3790,Gujarat,2020,3,navsari district,183779,2416323
3791,Gujarat,2020,3,patan district,206708,3658324
3792,Gujarat,2020,3,kachchh district,423729,6675502
3793,Gujarat,2020,3,surendranagar district,197594,2754011
3794,Gujarat,2020,3,morbi district,168984,2144856
3795,Gujarat,2020,4,anand district,367561,5362999
3796,Gujarat,2020,4,jamnagar district,248187,2953949
3797,Gujarat,2020,4,devbhumi dwarka district,84750,1018943
3798,Gujarat,2020,4,rajkot district,627654,6696956
3799,Gujarat,2020,4,aravallis district,135616,2560222
3800,Gujarat,2020,4,chhotaudepur district,56282,902789
3801,Gujarat,2020,4,botad district,117629,1521917
3802,Gujarat,2020,4,bharuch district,508005,10786740
3803,Gujarat,2020,4,bhavnagar district,419697,5661522
3804,Gujarat,2020,4,junagadh district,178595,1940195
3805,Gujarat,2020,4,mahesana district,464932,8801141
3806,Gujarat,2020,4,the dangs district,16317,322911
3807,Gujarat,2020,4,kheda district,282429,4361153
3808,Gujarat,2020,4,surat district,2278232,34575532
3809,Gujarat,2020,4,porbandar district,62166,676620
3810,Gujarat,2020,4,gandhinagar district,572461,11718890
3811,Gujarat,2020,4,panch mahals district,182696,2927538
3812,Gujarat,2020,4,narmada district,50130,992643
3813,Gujarat,2020,4,gir somnath district,152104,1987260
3814,Gujarat,2020,4,valsad district,452628,8644503
3815,Gujarat,2020,4,mahisagar district,81588,1232668
3816,Gujarat,2020,4,sabar kantha district,240357,4888877
3817,Gujarat,2020,4,tapi district,94476,1765259
3818,Gujarat,2020,4,vadodara district,980658,17540053
